FID,OBJECTID,WWD_NO,PWSID,PWS_NAME,SRC_DELIN,ZONE,PERIM_FT,ACRES,HECTARES,MILES_SQ,LAST_UPDAT,LOAD_DATE,STATUS,UPDATED_BY,Shapearea,Shapelen
65,272,0752,0950036,BOONEVILLE WATER AND SEWER,STREAM,3,342330.902,77008.886,31165.496,120.288,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,3354045561.55292,342330.902203407,,
66,76,0126,0590220,NORTHERN KY WATER DIST,STREAM,3,343905.116437,119028.706979,48169.2087287,185.98235468,2019-02-01T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,5184869735.81714,343905.116178051,,
67,18,0020,1180085,CORBIN UTILITIES COMMISSION,STREAM,3,344298.899,81522.48,32992.148,127.338,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,3550630640.4196,344298.898657148,,
68,141,0284,0640257,LOUISA WATER DEPARTMENT,STREAM,3,344585.020403,75566.8886019,30580.8348459,118.07326346,2019-01-25T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,3291680500.28538,344585.02016724,,
69,21,0024,0370143,FRANKFORT ELEC/WATER PLANT BD,STREAM,3,346459.947,71360.416,28879.56,111.465,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,3108032045.71745,346459.949785075,,
70,124,0256,0490096,CYNTHIANA MUN WATER WORKS,STREAM,3,350421.813124,96835.7414905,39188.0342369,151.3058461,2019-02-05T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,4218148026.81693,350421.813103585,,
71,361,1216,0480565,CAWOOD WATER DISTRICT,STREAM,3,353036.045,46744.584,18917.533,73.015,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,2035913927.66419,353036.046478396,,
72,326,1039,0350134,FLEMINGSBURG UTILITY SYSTEM,STREAM,3,357274.305892,97957.4491011,39641.9732017,153.05851424,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,4267009414.75418,357274.305891903,,
73,127,0258,1200439,VERSAILLES WATER SYSTEM,STREAM,3,364765.317,100210.02,40554.995,156.528,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,4364547899.74693,364765.315247426,,
74,382,1322,1182561,CUMBERLAND FALLS STATE PARK,STREAM,3,364777.5,124355.947,50326.852,194.244,2019-01-16T00:00:00.000Z,2004-09-27T00:00:00.000Z,INACTIVE,DOW 2019,5416199760.18275,364777.500073028,,
75,170,0410,0960051,BUTLER WATER WORKS,STREAM,3,368306.69,105779.23,42808.854,165.227,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,INACTIVE,DOW 2019,4607109311.0991,368306.690705689,,
76,409,1466,0990281,BEECH FORK WATER COMMISSION,STREAM,3,370340.61,107629.169,43557.525,168.117,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,4687681573.52098,370340.609394635,,
77,323,1018,0490096,CYNTHIANA MUN WATER WORKS,STREAM,3,371521.994293,110697.040869,44797.5030782,172.96412638,2019-02-05T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,4821943812.18867,371521.994148914,,
78,418,1495,0740276,MCCREARY COUNTY WATER DIST,LARGE RESERVOIR,3,376107.341,96047.621,38870.472,150.026,2019-01-16T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,4183258748.18226,376107.344254315,,
79,0,1609,0550209,JACKSON CO WATER ASSOCIATION,STREAM,3,376705.463813,86955.1929619,35189.5181099,135.86748902,2019-01-16T00:00:00.000Z,2019-01-16T00:00:00.000Z,ACTIVE,DOW 2019,3787753057.86313,376705.462586418,,
80,112,0230,0780241,LEBANON WATER WORKS CO INC,STREAM,3,377325.852,97261.76,39361.834,151.923,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,4236139378.5171,377325.851925052,,
81,144,0310,0760370,RICHMOND WATER/GAS/SEWER WORKS,STREAM,3,380091.807,99482.159,40260.43,155.391,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,4332846629.81092,380091.805519575,,
82,404,1438,0240329,OAK GROVE WATER DEPARTMENT,STREAM,3,381547.919,110214.712,44603.894,172.155,2019-01-23T00:00:00.000Z,2004-09-27T00:00:00.000Z,INACTIVE,DOW 2019,4800292342.6354,381547.917413631,,
83,179,0474,0650024,BEATTYVILLE WATER WORKS,STREAM,3,387592.977,104235.442,42184.083,162.816,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,4539871168.50345,387592.97609877,,
84,47,0050,0570315,NICHOLASVILLE WATER DEPARTMENT,STREAM,3,397095.998,90376.661,36575.435,141.168,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,3936265706.96659,397095.99793871,,
85,106,0217,0890071,CENTRAL CITY WATER/SEWER SYS,STREAM,3,404810.52,131117.53,53063.265,204.806,2019-02-07T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,5710693824.02072,404810.520677138,,
86,24,0026,0970184,HAZARD WATER DEPARTMENT,STREAM,3,407209.032,108388.384,43864.779,169.303,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,4720748422.01311,407209.031657792,,
87,191,0501,0290049,BURKESVILLE WATER WORKS,STREAM,3,416991.879,99159.721,40129.939,154.887,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,4318803172.18704,416991.880318295,,
88,213,0626,0360358,PRESTONSBURG WATER COMPANY,STREAM,3,420642.150047,112825.40823,45658.8227905,176.28970038,2019-01-15T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,4914655123.63654,420642.150238405,,
89,398,1420,0670462,BLACKEY WATER SYSTEM,STREAM,3,420935.697,85048.163,34418.992,132.845,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,INACTIVE,DOW 2019,3704188295.79466,420935.695343218,,
90,250,0681,0310114,EDMONSON CO WATER DISTRICT,STREAM,3,426540.06,112757.482,45632.953,176.127,2019-02-08T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,4911040141.10167,426540.060151884,,
91,343,1073,1170361,PROVIDENCE WATER WORKS,STREAM,3,428054.203,155586.231,62965.748,243.026,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,6776403784.82642,428054.200691852,,
92,15,0015,1000403,SOMERSET WATER SERVICE,LARGE RESERVOIR,3,430088.069,78860.471,31914.833,123.18,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,3434689514.1737,430088.068690532,,
93,225,0638,0980350,PIKEVILLE WATER DEPARTMENT,STREAM,3,445638.546253,153305.990531,62040.7332371,239.54061024,2019-01-22T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,6677982235.2692,445638.547667491,,
94,315,0941,0980575,MOUNTAIN WATER DISTRICT,STREAM,3,450787.566038,120996.195402,48965.423045,189.05655534,2019-01-22T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,5270573187.40102,450787.565998476,,
95,41,0045,0570010,WILMORE WATER WORKS,STREAM,3,451737.251,123537.952,49995.809,192.966,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,5380572801.47423,451737.256571628,,
96,354,1125,0470175,HARDIN COUNTY WATER DIST #2,STREAM,3,453315.435,130263.778,52717.751,203.472,2019-02-13T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,5673509489.72921,453315.431932035,,
