__OBJECTID,Sites,Latitude,Longitude,Site Types,Risk score,x,y
505,Tec Field,37.02374879,-84.12205988,Airport,75,-84.1220598770996,37.0237487937008
506,Blue Lick,38.08062976,-85.69329735,Airport,75,-85.6932973913353,38.080629733554
507,Bowman Field,38.22799118,-85.66375375,Airport,75,-85.6637537779342,38.22799115005
508,Jeffries Farm,38.36056289,-85.36306033,Airport,75,-85.3630603435548,38.3605628739631
509,Louisville Intl-Standiford Field,38.17409311,-85.73650376,Airport,75,-85.7365037513871,38.1740931351813
510,Madisonville Muni,37.3559376,-87.39822752,Airport,75,-87.3982274862137,37.3559376009424
511,Sky,37.11722938,-83.73611532,Airport,75,-83.7361153341104,37.117229364828
512,Marion-Crittenden County,37.33627923,-88.1097305,Airport,75,-88.1097304713207,37.3362792580387
513,Mayfield Graves County,36.76964576,-88.58467226,Airport,75,-88.5846722773175,36.7696457541928
514,Middlesboro-Bell County,36.61025706,-83.73730974,Airport,75,-83.7373097341122,36.6102570605885
515,Seldom Scene,38.10556286,-84.85000461,Airport,75,-84.8500046370203,38.1055628863754
516,Wayne County,36.85528484,-84.85614341,Airport,75,-84.8561434541774,36.8552848359157
517,Morehead-Rowan County Clyde A. Thomas Rgnl,38.21500738,-83.58761536,Airport,75,-83.5876153734818,38.215007391905
518,Mount Sterling-Montgomery County,38.05814622,-83.97958768,Airport,75,-83.979587701859,38.0581461976163
519,One Oak,38.11119707,-83.87353627,Airport,75,-83.8735362825085,38.111197065608
520,Brandon Airdrome,36.57589574,-88.313378,Airport,75,-88.3133780072414,36.5758957286735
521,Kyle-Oakley Field,36.6645902,-88.3727833,Airport,75,-88.3727833274857,36.6645902206972
522,Turner Field,36.73111799,-88.24722771,Airport,75,-88.2472276866864,36.7311180013406
523,Deer Run Airpark,38.47028514,-85.13861583,Airport,75,-85.1386158206599,38.4702851622635
524,John M. Foree,38.46035153,-85.16857028,Airport,75,-85.1685703234719,38.4603515067947
525,Lucas Field,37.87128505,-84.6105323,Airport,75,-84.6105322875689,37.8712850461482
526,Womstead Field,38.37500743,-83.15472635,Airport,75,-83.154726311049,38.3750074383272
527,Miles,37.70561018,-87.15611386,Airport,75,-87.1561138203324,37.7056101650454
528,Owensboro-Daviess County,37.73884129,-87.16683359,Airport,75,-87.1668335962809,37.7388412601277
529,Owen Air Park,38.62278519,-84.77889352,Airport,75,-84.7788935499718,38.6227851671095
530,Schroder,38.55007489,-84.76328462,Airport,75,-84.7632846032579,38.5500748859951
531,Barkley Rgnl,37.06029442,-88.772964,Airport,75,-88.7729640117715,37.060294438586
532,Paintsville-Prestonsburg-Combs Field,37.74593621,-82.77905286,Airport,75,-82.7790528355238,37.745936209516
533,Air Castle,38.11814011,-84.30243695,Airport,75,-84.3024369149114,38.1181401289678
534,Blue Haven Farm,38.17369456,-84.36827281,Airport,75,-84.368272825117,38.1736945557298
535,Wild Blue,38.11056288,-84.32222668,Airport,75,-84.322226710789,38.1105629152368
536,Zanzibar Farm,38.12980622,-84.33021585,Airport,75,-84.3302158777683,38.1298062059998
537,Sunrise Acres,39.03478804,-84.87273274,Airport,75,-84.8727327323607,39.0347880640732
538,Timmons Field,38.28424398,-85.47260286,Airport,75,-85.4726028855939,38.2842439864593
539,Pike County-Hatcher Field,37.56181869,-82.56643584,Airport,75,-82.5664358011542,37.5618187186413
540,Mc Creary County,36.69534038,-84.39144882,Airport,75,-84.3914488204581,36.6953404027094
541,Big Sandy Rgnl,37.75103511,-82.63669837,Airport,75,-82.6366983395854,37.7510351200605
542,Princeton-Caldwell County,37.11513892,-87.85708735,Airport,75,-87.8570873824996,37.1151389026526
543,Providence-Webster Co,37.42411815,-87.73597762,Airport,75,-87.735977593873,37.4241181251532
544,Jordan Hill Farm,37.83250728,-84.18083773,Airport,75,-84.1808377241179,37.8325072481719
545,Madison,37.63154001,-84.3324447,Airport,75,-84.3324446878197,37.6315399985377
546,Woosley,37.50056263,-87.32944973,Airport,75,-87.3294497731157,37.5005626379435
547,Russellville-Logan County,36.79992363,-86.81017175,Airport,75,-86.8101717061027,36.7999236074322
548,David Lowe,37.39616289,-87.23555775,Airport,75,-87.235557769788,37.3961629113701
549,Shannon Field,37.39394067,-87.25889137,Airport,75,-87.2588913296299,37.3939406486276
550,Harold Reynolds,37.88972948,-84.92778239,Airport,75,-84.9277823912869,37.8897295016546
551,Flying C Farms,38.32861844,-85.2141714,Airport,75,-85.2141714124081,38.3286184681755
552,Miles Field,38.1250073,-85.12500469,Airport,75,-85.1250047271379,38.1250072715358
553,Rooster Field,38.29341038,-85.20496001,Airport,75,-85.2049599976532,38.2934103756015
554,Shady Acres,37.94584057,-85.69694929,Airport,75,-85.6969493124598,37.9458405382833
555,Jake'S Field,38.4205629,-85.25778253,Airport,75,-85.2577825533269,38.4205628762827
556,Lake Cumberland Rgnl,37.05359044,-84.61564336,Airport,75,-84.6156433422094,37.0535904525585
557,Lee'S Airpark,37.02334043,-84.72972672,Airport,75,-84.7297266883467,37.0233404175911
558,Arnolds,37.65562915,-85.153853,Airport,75,-85.1538530445091,37.6556291803246
559,Lebanon-Springfield,37.63348414,-85.24184275,Airport,75,-85.241842757094,37.6334841528062
560,Robbins Roost,37.40945162,-84.61972671,Airport,75,-84.6197267241649,37.4094516492677
561,Stanton,37.85008897,-83.84575624,Airport,75,-83.8457562416732,37.8500889426276
562,Sturgis Muni,37.54178483,-87.95436658,Airport,75,-87.9543665734376,37.5417848352707
563,Little Mount Intl,38.07611839,-85.23667139,Airport,75,-85.2366714254979,38.076118417981
564,Mason Valley,38.0383406,-85.3594492,Airport,75,-85.3594492059441,38.0383405964476
565,Tompkinsville-Monroe County,36.72903478,-85.65239364,Airport,75,-85.6523936828512,36.7290347814455
566,Bigger (Stol),37.61227739,-87.05694494,Airport,75,-87.0569449333628,37.6122774036061
567,Goode Airpark,37.6414435,-87.13166857,Airport,75,-87.1316685953264,37.6414434998829
568,Mueller Farm,38.82334078,-84.68472684,Airport,75,-84.6847268418302,38.8233407572245
569,Verona Landing,38.81695189,-84.67111572,Airport,75,-84.6711157483082,38.8169519217736
570,Vine Grove,37.81590775,-85.96469019,Airport,75,-85.964690206598,37.8159077196247
571,West Liberty,37.91444067,-83.25194718,Airport,75,-83.251947201325,37.9144406715058
572,Weavers Run,38.02861835,-85.89000491,Airport,75,-85.890004902697,38.0286183845595
573,Carr,36.7650904,-84.19938377,Airport,75,-84.1993838024847,36.7650903716523
574,Williamsburg-Whitley County,36.79500707,-84.19953211,Airport,75,-84.1995321143381,36.7950070380845
575,Hisle Field,37.94417398,-83.99778212,Airport,75,-83.997782089792,37.9441739976292
576,Lyons East,38.91999,-84.61891,Beverages,50,-84.6189099759086,38.9199900141558
577,Brenntag Mid-South Inc,37.810556,-87.654833,Chemical Wholesalers,100,-87.6548330437531,37.8105560140475
578,Frontier Logistical Services Llc,38.20972,-85.82886,Chemical Wholesalers,100,-85.8288599949051,38.2097199685229
579,Superior Solvents & Chemicals,38.201389,-85.861944,Chemical Wholesalers,100,-85.8619439586724,38.2013890146328
580,3M Co Hebron,39.07921,-84.67376,Chemicals,100,-84.6737600291786,39.079209966254
581,A O Smith Corp Protective Coatings Div,38.97251,-84.60932,Chemicals,100,-84.609320011093,38.9725099961047
582,Allnex Usa Inc,38.180278,-85.753611,Chemicals,100,-85.7536109981633,38.1802779699208
583,American Synthetic Rubber Co,38.209317,-85.847511,Chemicals,100,-85.847510996497,38.2093169959264
584,Amfine Chemical Corp,36.790449,-87.378331,Chemicals,100,-87.3783309704804,36.7904489901798
585,Arkema Inc,37.056699,-88.365727,Chemicals,100,-88.3657269710974,37.0566990279254
586,Avantor Performance Materials,38.229722,-84.2525,Chemicals,100,-84.2525000174248,38.2297220110056
587,Basf Corp,38.27227,-85.80322,Chemicals,100,-85.8032200105711,38.2722699675086
588,Benda-Lutz Corp,38.94722,-84.61511,Chemicals,100,-84.6151100124252,38.9472200152442
589,Best Sanitizers Inc,38.87988,-84.60318,Chemicals,100,-84.603180026126,38.8798800024813
590,Calgon Carbon Corp,38.33721,-82.58925,Chemicals,100,-82.5892499550989,38.3372099944405
591,Camco Chemical Co Inc,38.97441,-84.60954,Chemicals,100,-84.609540008506,38.9744100193048
592,Carbide Industries Llc,38.2219,-85.835574,Chemicals,100,-85.8355740033386,38.2218999956825
593,Catalent Pharma Solutions,38.01643,-84.17959,Chemicals,100,-84.1795899641883,38.016429993615
594,Celanese Engineered Materials,38.97533,-84.61785,Chemicals,100,-84.6178499638733,38.9753299820816
595,Chemours Louisville Plant,38.21229,-85.83975,Chemicals,100,-85.8397500015999,38.2122900045258
596,Chromascape Inc,38.37301,-84.29329,Chemicals,100,-84.2932899991938,38.3730100250223
597,Clariant Corp 12Th Street Facility,38.233611,-85.7755,Chemicals,100,-85.7754999771968,38.2336110053964
598,Clariant Corp Crittenden Drive Facility,38.17448,-85.74961,Chemicals,100,-85.7496099917193,38.174479989623
599,Commonwealth Agri-Energy Llc,36.81342,-87.41009,Chemicals,100,-87.4100900090351,36.8134199814368
600,Creosalus Inc,38.248634,-85.733561,Chemicals,100,-85.7335609603478,38.2486340349221
601,Cymetech Corp,37.046288,-88.325437,Chemicals,100,-88.3254369916154,37.0462879790451
602,Cytech Products Inc,37.68327,-85.91353,Chemicals,100,-85.9135299833575,37.6832699697623
603,Dart Polymers Inc,37.795833,-87.146389,Chemicals,100,-87.1463890183927,37.7958330258712
604,Dow Silicones Corp,38.7074,-85.1048,Chemicals,100,-85.1047999994306,38.7074000225264
605,Dupont Louisville Plant,38.211676,-85.840572,Chemicals,100,-85.8405719600848,38.2116760020879
606,Dyno Nobel Inc,37.239167,-87.295,Chemicals,100,-87.2950000107904,37.2391669930385
607,Ennis Flint - Paris,38.2161,-84.28348,Chemicals,100,-84.2834800369652,38.2160999647749
608,Estron Chemicals Inc,37.043639,-88.354639,Chemicals,100,-88.354638975714,37.0436390151308
609,Eurofins Mwg Operon Llc,38.21128,-85.52346,Chemicals,100,-85.5234600172575,38.2112800281165
610,Evonik Corp,37.054722,-88.335,Chemicals,100,-88.3350000069725,37.0547220314604
611,Evonik Corp Calvert City Plant,37.041035,-88.348001,Chemicals,100,-88.3480009647535,37.0410349888487
612,Flint Cps Inks Na Llc,37.68836,-85.91434,Chemicals,100,-85.9143399942492,37.6883599725623
613,Greenfield Global Usa Inc,38.20309,-85.27398,Chemicals,100,-85.2739799863834,38.2030900128234
614,Hexion Inc,38.195278,-85.872222,Chemicals,100,-85.8722220329956,38.1952779835218
615,Ingevity Virginia Corp-Wickliffe Carbon Plant,36.95,-89.066111,Chemicals,100,-89.0661109689436,36.9499999878461
616,Interplastic Corp-Fort Wright,39.045,-84.512,Chemicals,100,-84.5120000366411,39.0450000154111
617,Interpolymer Corp,38.15087,-85.89474,Chemicals,100,-85.8947400123911,38.150869987076
618,Iofina Chemical Inc,39.00231,-84.534138,Chemicals,100,-84.5341380286714,39.0023100302896
619,Isp Chemicals Llc,37.047737,-88.35866,Chemicals,100,-88.3586600145887,37.0477370009867
620,Jlok Corp,37.27715,-87.487822,Chemicals,100,-87.4878220390538,37.2771499805971
621,Kelley Technical Coatings Inc,38.23123,-85.77925,Chemicals,100,-85.7792499943504,38.2312299886257
622,Kingsford Manufacturing Co,36.96698,-84.5869,Chemicals,100,-84.586900037895,36.9669799717571
623,Kustom Group,38.92344,-84.6106,Chemicals,100,-84.6106000205413,38.9234400338465
624,Louisville Packaging,38.141228,-85.754515,Chemicals,100,-85.7545149728337,38.1412280133378
625,Lubrizol Advanced Materials Inc,38.221389,-85.828611,Chemicals,100,-85.8286109819083,38.2213889712686
626,Lubrizol Advanced Materials Inc,37.046288,-88.325437,Chemicals,100,-88.3254369916154,37.0462879790451
627,Marcus Paint Co,38.25487,-85.7488,Chemicals,100,-85.7487999808277,38.254870029354
628,Minova Usa Inc,38.19877,-84.54531,Chemicals,100,-84.5453100165338,38.1987700237602
629,Monument Chemical Kentucky Llc,38.002597,-86.117905,Chemicals,100,-86.1179049749953,38.0025970115605
630,Nelson Brothers Llc,38.624785,-83.128676,Chemicals,100,-83.1286759762933,38.6247850005496
631,Owensboro Grain Biodiesel Llc,37.785195,-87.142851,Chemicals,100,-87.1428510036462,37.7851949693703
632,Owensboro Specialty Polymers Inc,37.78141,-87.197444,Chemicals,100,-87.1974439590819,37.7814099839764
633,Parallel Products Of Kentucky,38.22096,-85.78699,Chemicals,100,-85.7869899686699,38.2209600213373
634,Pmc Organometallix Inc,38.685954,-85.146363,Chemicals,100,-85.1463629815016,38.6859539878894
635,Polyone Corp,38.22196,-85.82975,Chemicals,100,-85.829749955857,38.2219599831217
636,Ppg Architectural Coatings,38.15463,-85.75304,Chemicals,100,-85.7530400289687,38.1546299697275
637,Rohm & Haas - Louisville Pl Ant,38.212101,-85.84458,Chemicals,100,-85.844579973388,38.2121009835202
638,Russtech Admixtures Inc,38.21772,-85.54612,Chemicals,100,-85.5461200202994,38.2177200196983
639,Sekisui Specialty Chemicals America Llc,37.043889,-88.3525,Chemicals,100,-88.3524999971909,37.0438889659799
640,Sherwin-Williams Co,36.93227,-86.50068,Chemicals,100,-86.5006799921676,36.9322700084354
641,Teknor Color Company/Teknor Pe Rformance Elastomers,37.80764,-87.63707,Chemicals,100,-87.6370700268195,37.8076399838345
642,Vanderbilt Chemicals Llc-Murray Div,36.647333,-88.300444,Chemicals,100,-88.3004439739491,36.6473330144806
643,Veolia Wurtland Plant,38.555556,-82.789167,Chemicals,100,-82.7891669673077,38.5555560335764
644,Wacker Chemical Corp Polymers Div,37.044796,-88.349313,Chemicals,100,-88.3493130440575,37.044795980939
645,Westlake Pvc Corp,37.045833,-88.350556,Chemicals,100,-88.3505560429161,37.045832976147
646,Westlake Vinyls Inc,37.051111,-88.334167,Chemicals,100,-88.3341669992096,37.0511110141501
647,Yokohama Industries Americas (Sealant Div),38.06431,-84.72223,Chemicals,100,-84.7222299778062,38.0643100237359
648,Zeochem Llc,38.23341,-85.774793,Chemicals,100,-85.7747930030682,38.2334099736236
649,Zeon Chemicals Lp,38.221946,-85.827115,Chemicals,100,-85.8271150174657,38.2219460095815
650,Kenamerican Resources Inc,37.299999,-87.208344,Coal Mining,75,-87.2083440269078,37.2999989786718
651,The Muhlenberg County Coal Co - Pride Mine,37.422379,-87.094039,Coal Mining,75,-87.0940389765584,37.4223789660983
652,The Western Kentucky Coal Co - Genesis Mine,37.401707,-87.067762,Coal Mining,75,-87.0677619968565,37.4017070047921
653,Ceradyne Inc A 3M Co,38.06301,-84.54303,Computers and Electronic Products,25,-84.5430300025112,38.0630099959375
654,General Equipment & Manufacturing Co Inc,38.15698,-85.70375,Computers and Electronic Products,25,-85.7037500083182,38.1569800105514
655,Ronan Engineering Co,38.97576,-84.60296,Computers and Electronic Products,25,-84.6029600287129,38.9757600342171
656,Sumitomo Electric Wiring Systems Inc,37.00268,-85.60305,Computers and Electronic Products,25,-85.6030500327783,37.0026799908696
657,Big Rivers Electric Corp Reid/Green/Hmp&L Station Ii,37.646078,-87.502778,Electric Utilities,25,-87.5027780003875,37.6460780210586
658,Big Rivers Electric Corp Wilson Station,37.449769,-87.080298,Electric Utilities,25,-87.0802979866464,37.4497689882647
659,Duke Energy Kentucky Inc - East Bend Generating Station,38.904444,-84.848333,Electric Utilities,25,-84.8483329621081,38.9044439749419
660,John S Cooper Power Station,36.998771,-84.591232,Electric Utilities,25,-84.5912319836896,36.9987709864807
661,Kentucky Utilities Co - E W Brown Station,37.788963,-84.713823,Electric Utilities,25,-84.7138230043882,37.7889630069511
662,Kentucky Utilities Co Ghent Station,38.7497,-85.035,Electric Utilities,25,-85.0350000035392,38.7497000020084
663,Louisville Gas & Electric Co - Mill Creek Station,38.053159,-85.909961,Electric Utilities,25,-85.9099609767337,38.053158993972
664,Louisville Gas & Electric Co - Trimble County Station,38.584751,-85.411645,Electric Utilities,25,-85.4116450070441,38.5847509828198
665,Owensboro Municipal Utilities Elmer Smith Station,37.79513,-87.060675,Electric Utilities,25,-87.060675007917,37.7951299887052
666,Spurlock Power Station,38.700097,-83.817506,Electric Utilities,25,-83.8175060226182,38.7000969819308
667,Us Tva Paradise Fossil Plant,37.259202,-86.978066,Electric Utilities,25,-86.9780660242209,37.259201996691
668,Us Tva Shawnee Fossil Plant,37.151972,-88.777324,Electric Utilities,25,-88.777323985003,37.151972022223
669,Belden Wire & Cable,36.84128,-84.86434,Electrical Equipment,25,-84.8643400421558,36.8412800209915
670,Denyo Manufacturing Corp,37.63087,-84.80266,Electrical Equipment,25,-84.8026600079491,37.6308699763278
671,Emerson Electric Co,36.83908,-86.91344,Electrical Equipment,25,-86.91343996504,36.8390800181322
672,Enersys Delaware Inc,37.737539,-84.276914,Electrical Equipment,25,-84.276913981059,37.7375390224541
673,Ge Appliances A Haier Co - Appliance Park,38.17804,-85.65013,Electrical Equipment,25,-85.6501300181668,38.1780399710047
674,General Cable Corp,38.06194,-84.92108,Electrical Equipment,25,-84.9210799711205,38.0619400248235
675,Okonite Co Inc,37.69457,-84.25938,Electrical Equipment,25,-84.2593800345228,37.694570029392
676,Schneider Electric Usa Inc,38.07563,-84.52338,Electrical Equipment,25,-84.5233799844918,38.075629990102
677,Superior Battery Manufacturing Co Inc,37.067819,-85.005416,Electrical Equipment,25,-85.0054159659503,37.067818986842
678,Tokai Carbon Ge Llc,36.571111,-89.186111,Electrical Equipment,25,-89.1861109788683,36.5711109830461
679,Aichi Forge Usa Inc,38.28691,-84.55119,Fabricated Metals,50,-84.5511900290576,38.2869100328438
680,Azz Galvanizing Services-Louisville,38.16603,-85.75981,Fabricated Metals,50,-85.7598100024444,38.1660300223732
681,Bae Systems,38.17113,-85.759394,Fabricated Metals,50,-85.7593939926363,38.1711300078135
682,Bodycote - Winchester,38.01697,-84.18115,Fabricated Metals,50,-84.1811499785107,38.016969984642
683,Caldwell Tanks Inc,38.15222,-85.68767,Fabricated Metals,50,-85.6876699850694,38.152220020248
684,Central Kentucky Processing Inc,38.01376,-84.43982,Fabricated Metals,50,-84.4398200442359,38.0137599873776
685,Constellium-Uacj Abs Llc,37.03641,-86.312333,Fabricated Metals,50,-86.3123330113236,37.0364100174201
686,Contech Engineered Solutions Llc,38.01313,-84.18415,Fabricated Metals,50,-84.1841499922335,38.0131300170516
687,Emhart Teknologies,36.83893,-87.45494,Fabricated Metals,50,-87.4549400165623,36.8389299747836
688,Ensign-Bickford Aerospace & Defense Co,37.239167,-87.295,Fabricated Metals,50,-87.2950000107904,37.2391669930385
689,Ge Alstom Power,39.04434,-84.63138,Fabricated Metals,50,-84.6313800293566,39.0443400090609
690,Gotec Plus Sun Llc,38.64552,-84.57159,Fabricated Metals,50,-84.5715899606762,38.6455199748195
691,Greif Packaging Llc,38.97976,-84.63162,Fabricated Metals,50,-84.631619969369,38.9797599945495
692,Hausner Hard-Chrome Of Kentucky,37.78725,-87.15451,Fabricated Metals,50,-87.1545099682242,37.7872500347108
693,Hendrick Screen Co,37.7873,-87.15286,Fabricated Metals,50,-87.1528600325418,37.7873000138242
694,Hines Precision Inc,37.73491,-87.00282,Fabricated Metals,50,-87.0028200001901,37.7349099684395
695,Insteel Wire Products,36.558472,-89.210306,Fabricated Metals,50,-89.2103060230677,36.5584719652951
696,International Crankshaft Inc,38.19843,-84.54348,Fabricated Metals,50,-84.543479968637,38.1984300330236
697,Itw Commercial Construction Na,38.226667,-84.246944,Fabricated Metals,50,-84.246944027224,38.2266670079663
698,Kentucky Chrome Works,37.170278,-85.918333,Fabricated Metals,50,-85.9183330056871,37.170278028417
699,Kobe Aluminum Automotive Products Llc,36.93754,-86.5055,Fabricated Metals,50,-86.505499992656,36.9375399929092
700,Kowa Kentucky  Inc,36.909444,-84.061944,Fabricated Metals,50,-84.0619439894657,36.9094439711435
701,Modern Welding Co Of Owensboro Inc,37.76539,-87.09421,Fabricated Metals,50,-87.0942100157885,37.7653900203129
702,Morganfield Adhesive Plant,37.697155,-87.857214,Fabricated Metals,50,-87.8572139551232,37.6971550243378
703,Mssc-Us,36.82986,-87.43815,Fabricated Metals,50,-87.4381499649129,36.8298599655585
704,Mubea Inc,38.97561,-84.61768,Fabricated Metals,50,-84.6176800026216,38.9756100260715
705,Nashville Wire Products,38.174515,-84.800334,Fabricated Metals,50,-84.8003340001839,38.174515016868
706,Neo Industries (Kentucky) Inc,37.38576,-86.86759,Fabricated Metals,50,-86.86759004277,37.3857600016528
707,O'Neal Steel Inc,38.17551,-85.75569,Fabricated Metals,50,-85.7556899692253,38.1755099672035
708,Phoenix Fabricators & Erectors Inc,37.62488,-87.52449,Fabricated Metals,50,-87.5244900113101,37.6248799882762
709,Portland Forge An Alleghenyte Chnology Co,37.577067,-85.236197,Fabricated Metals,50,-85.2361970251964,37.5770670135883
710,Precoat Metals,37.933889,-86.775278,Fabricated Metals,50,-86.775277996364,37.9338889938851
711,Revere Packaging Llc,38.203884,-85.265024,Fabricated Metals,50,-85.2650239626638,38.2038840242693
712,Sargent & Greenleaf,37.86131,-84.57022,Fabricated Metals,50,-84.5702200298679,37.861309992052
713,Segepo-Fsm Inc,39.03038,-84.44374,Fabricated Metals,50,-84.4437400226413,39.0303799886571
714,Sonoco Products,37.806667,-87.634722,Fabricated Metals,50,-87.6347220103298,37.8066670018479
715,Stanley Black & Decker,38.20098,-85.26196,Fabricated Metals,50,-85.2619599888927,38.2009799954457
716,Stemco Products Inc,37.58673,-84.29486,Fabricated Metals,50,-84.2948599848159,37.5867299749537
717,Stupp Bridge Co,36.92467,-86.50745,Fabricated Metals,50,-86.5074499656433,36.924669988061
718,Thussenkrupp Rothe Erde Usa Inc,38.97405,-84.60372,Fabricated Metals,50,-84.6037200034433,38.9740500063259
719,Trace Die Cast Inc,37.01438,-86.388782,Fabricated Metals,50,-86.3887819776219,37.0143799756857
720,Tri-State Plating Inc,38.2379,-85.77332,Fabricated Metals,50,-85.7733200354969,38.237899997695
721,Wald Llc,38.638889,-83.747222,Fabricated Metals,50,-83.7472220144518,38.6388889973023
722,Ykk (Usa) Inc Snap & Button Products,38.035467,-84.883382,Fabricated Metals,50,-84.8833819905594,38.0354669806693
723,Aarhuskarlshamn Aak,38.216202,-85.784844,Food,25,-85.7848439832877,38.2162020221006
724,Alltech Inc,37.690821,-85.228066,Food,25,-85.2280660142337,37.6908209975297
725,Biorigin/Ptx Food Corp,38.13506,-85.89858,Food,25,-85.8985800407361,38.1350600029478
726,Bluegrass Dairy & Food Inc,36.988889,-85.934167,Food,25,-85.9341669803796,36.9888889980041
727,Borden Dairy,37.141408,-84.106508,Food,25,-84.1065079734064,37.1414079973033
728,Cti Foods,38.127065,-83.772046,Food,25,-83.7720459691816,38.1270650058698
729,Darling Ingredients Inc,38.731961,-84.407214,Food,25,-84.4072139841998,38.7319610158499
730,Darling Ingredients Inc,36.908056,-86.882222,Food,25,-86.8822219817808,36.9080560259991
731,Equity Group - Kentucky Div Llc Feed Mill,36.67844,-86.56455,Food,25,-86.5645500292054,36.67844001523
732,Equity Group Kentucky Div Llc Processing Plant,36.760028,-85.178611,Food,25,-85.1786109730655,36.7600279903357
733,Givaudan Flavors Corp,38.96391,-84.62879,Food,25,-84.6287900067294,38.9639100182238
734,Keebler Co,38.20626,-85.80334,Food,25,-85.8033400254931,38.2062600066114
735,Owensboro Grain Co Llc,37.77543,-87.10257,Food,25,-87.1025700073171,37.775430019198
736,Perdue Cromwell Processing Plant,37.348028,-86.793333,Food,25,-86.793332965765,37.3480280345218
737,Perdue Farms Inc Livermore Feedmill,37.479167,-87.138889,Food,25,-87.1388889840856,37.4791670337727
738,Pilgrim'S Pride Corp Mayfield Ky Feed Mill,36.724281,-88.659544,Food,25,-88.6595439816399,36.7242809982457
739,Prairie Farms Dairy,37.086441,-84.598626,Food,25,-84.5986260167932,37.0864410242363
740,Ridley Block Operations,38.4471,-83.73918,Food,25,-83.7391800265337,38.4470999784351
741,Saputo Dairy Foods Usa Llc,36.61739,-88.29822,Food,25,-88.2982200148003,36.6173900148284
742,Sfc Global Supply Chain Inc Florence Ky,38.973889,-84.634722,Food,25,-84.6347220317081,38.9738890299983
743,Swift & Co,38.256,-85.726944,Food,25,-85.726943969965,38.2560000247417
744,T Marzetti Co,37.15926,-85.91726,Food,25,-85.9172599680802,37.1592600197454
745,The Smithfield Packaged Meats Corp - Grayson,38.348056,-82.938889,Food,25,-82.9388889960489,38.3480560239542
746,Treehouse Foods,37.108399,-87.91962,Food,25,-87.9196200077425,37.1083990023128
747,Tyson Chicken Inc Processing & Rendering,37.656628,-87.51415,Food,25,-87.5141500430638,37.6566279736192
748,Winchester Farms Dairy,38.0125,-84.179722,Food,25,-84.179722016535,38.0124999705353
749,Masco Cabinetry Llc (Formerly Masco Builder Cabinet Group),38.09259,-83.8995,Furniture,25,-83.8995000196708,38.0925899700184
750,Mouser Custom Cabinetry,37.7423,-85.8927,Furniture,25,-85.8927000282124,37.7423000245803
751,Nof - Fordsville,37.631667,-86.723333,Furniture,25,-86.7233330048913,37.6316669876258
752,Pan Oston Co,37.03666,-86.33781,Furniture,25,-86.337810041265,37.0366599920693
753,Safety-Kleen Systems Inc,38.43196,-85.23487,Hazardous Waste,25,-85.2348700338587,38.4319600044742
754,Safety-Kleen Systems Louisville (Lou),38.16171,-85.75165,Hazardous Waste,25,-85.751649975898,38.1617100248039
755,Briggs & Stratton Corp,36.61061,-88.2974,Machinery,25,-88.2974000326089,36.6106100320211
756,Donaldson Co Inc,37.88846,-84.58642,Machinery,25,-84.5864199782071,37.8884599825425
757,Esco Corp,39.01555,-84.52679,Machinery,25,-84.5267899893103,39.0155499896562
758,Greenheck Fan Corp Kentucky,38.1643,-84.80945,Machinery,25,-84.8094500138556,38.1642999775614
759,Hydro Gear,37.10897,-87.91076,Machinery,25,-87.9107600139267,37.1089699728677
760,Hyster Yale Group Inc,37.60125,-84.29989,Machinery,25,-84.2998900114178,37.6012500000337
761,Ingersoll Rand Campbellsville Operations,37.344444,-85.333889,Machinery,25,-85.3338889920074,37.3444440190803
762,Intelligrated Systems Llc,37.63182,-84.7942,Machinery,25,-84.7942000339294,37.6318200145243
763,Jackson Wws Inc,36.930444,-83.937694,Machinery,25,-83.9376939601003,36.9304440189323
764,Koch Filter Corp,38.12738,-85.71752,Machinery,25,-85.7175200138139,38.1273800314745
765,Link-Belt Cranes Lp Lllp A Delaware Ltd Liability L,38.01214,-84.43791,Machinery,25,-84.4379099564473,38.0121400021887
766,M-I Llc Sweco Div,38.979167,-84.619444,Machinery,25,-84.619444024345,38.9791669772306
767,Misa Metal Fabricating Inc,38.1652,-85.8859,Machinery,25,-85.8858999611747,38.1652000015067
768,Mtd Consumer Group Inc - Leitchfield Facility,37.516717,-86.289504,Machinery,25,-86.2895040351767,37.5167169712231
769,Nemak; Glasgow Plant #2,37.00803,-85.94246,Machinery,25,-85.942459957588,37.008029965522
770,Obara Corp Usa,39.04021,-84.62749,Machinery,25,-84.6274899648503,39.0402100153615
771,Stoody Co,36.92893,-86.49615,Machinery,25,-86.4961499678528,36.9289299992637
772,Trane Ingersoll Rand,38.075,-84.515833,Machinery,25,-84.5158329682953,38.0749999861572
773,Welding Alloys Usa Inc,38.95892,-84.6195,Machinery,25,-84.6194999893872,38.9589199851552
774,Dana Sealing Manufacturing Llc,37.628479,-84.78959,Miscellaneous Manufacturing,50,-84.7895899697228,37.6284790334392
775,Ebonite International Inc,36.87909,-87.50969,Miscellaneous Manufacturing,50,-87.5096899975097,36.879090028939
776,Freudenberg Hopkinsville Ky Site,36.83172,-87.43952,Miscellaneous Manufacturing,50,-87.4395199855527,36.8317199982694
777,Hammer Strength,38.64653,-84.3161,Miscellaneous Manufacturing,50,-84.3161000208882,38.6465300001428
