__OBJECTID,Sites,Latitude,Longitude,Site Types,Risk score,x,y
251,Phoenix Products Inc,37.57,-84.299167,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-84.2991669574456,37.5699999812031
252,Sub Zero-Wolf Manufacturing,37.687778,-84.273333,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-84.2733330268419,37.6877779730018
253,Sharpe Convenience Center,36.966389,-88.446111,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-88.4461110074978,36.9663889840519
254,Darling Ingredients Inc - Enviroflight,38.638884,-83.815765,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-83.8157649977661,38.6388840154363
255,Superior Windings Llc,38.642122,-83.734589,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-83.7345890066112,38.6421220149057
256,Acc Enterprise,36.99118,-88.6209,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-88.6208999852531,36.9911799692236
257,Paducah Rigging,37.10073,-88.67387,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-88.6738700442965,37.1007300279472
258,Ewc Inc,37.9875,-86.195,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-86.195000009646,37.987499981853
259,A2Z Books,37.754167,-84.754167,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-84.7541669726187,37.754167027234
260,Pentair Technical Solutions,38.100278,-83.904167,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-83.9041670370664,38.1002779833338
261,Regal Beloit America Inc,38.074444,-83.923056,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-83.9230560023771,38.074444016781
262,Thomas Industries,37.39,-86.870833,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-86.8708329609457,37.3900000346869
263,Octa Inc,38.377549,-85.436476,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-85.4364759686332,38.3775490216106
264,The Nemeth Engineering Group,38.326609,-85.464055,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-85.4640549665079,38.3266089927517
265,General Electric Co Somerset Glass Plant,37.105278,-84.618611,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-84.618611016582,37.1052780026246
266,Morehead Electric,38.230853,-83.497181,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-83.4971809856827,38.2308530324343
267,Regal Beloit America Inc,38.155556,-83.459722,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-83.4597219569871,38.1555559664797
268,Superior Battery Manufacturing Co,37.068792,-84.989938,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-84.989937993605,37.0687920176909
269,Superior Battery Manufacturing Co,37.067222,-85.005833,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-85.0058329639052,37.0672219733744
270,Masonite International Corp,38.2055,-85.275917,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-85.2759170236305,38.2054999745861
271,Material Recycling Solutions Llc,38.2046,-85.2681,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-85.2680999738597,38.2046000248536
272,Kentucky Gage,36.722528,-86.559167,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-86.5591669646968,36.7225280181802
273,South Union Elevator,36.876111,-86.656389,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-86.6563890227828,36.8761110128336
274,Ambrake Corp,37.342472,-85.331111,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-85.3311110418228,37.3424719734934
275,Refine Tile,36.812778,-87.163611,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-87.1636109800306,36.8127780358467
276,Eagle Wire Co Inc,37.001389,-86.440278,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-86.4402779911156,37.0013890164551
277,Eaton Corp,36.957903,-86.477959,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-86.4779589935178,36.9579029885976
278,Huntsman Film Products Corp,36.950833,-86.501278,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-86.5012780006522,36.9508330321203
279,R C Components Inc,36.923889,-86.5,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-86.4999999674975,36.9238890104563
280,Ledvance Llc - Glass Plant,38.046667,-84.750556,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-84.7505560146711,38.0466669715819
281,Ledvance Llc - Lamp Plant,38.051389,-84.752778,"MFG- Elec Equip, Appliance, & Component Mfg (335)",25,-84.7527779975264,38.0513889946796
282,Huhtamaki Inc,36.82666,-87.44277,Sites with Paper in the Name,50,-87.4427700004192,36.8266600052539
283,International Paper Co,37.98861,-84.47778,Sites with Paper in the Name,50,-84.4777799735339,37.9886099801612
284,Domtar Paper Co Llc - Hawesville Operations Bleached Pulp Mill,37.89389,-86.68611,Sites with Paper in the Name,50,-86.6861099636209,37.8938899707856
285,Auburn Hosiery Mills Inc,36.863528,-86.708167,MFG- Textile Mills (313),50,-86.7081670174441,36.8635279744366
286,American Nonwovens,37.373056,-86.8475,MFG- Textile Mills (313),50,-86.8475000299244,37.3730560255904
287,Stearns Technical Textiles Co,37.133889,-84.088889,MFG- Textile Mills (313),50,-84.0888889564128,37.1338889647444
288,Former Sights Denim Systems Property,37.83306,-87.598261,MFG- Textile Mills (313),50,-87.5982610099149,37.8330600143037
289,Indratech Of Kentucky Llc,38.205375,-85.534986,MFG- Textile Mills (313),50,-85.5349860311735,38.2053750312535
290,Hickman Mills,36.556667,-89.209361,MFG- Textile Mills (313),50,-89.2093609953888,36.5566670059619
291,Airguard Inc,38.205164,-85.550459,MFG- Textile Mills (313),50,-85.5504589729533,38.2051639683006
292,Charles W Smith Business,38.243056,-85.768056,MFG- Textile Mills (313),50,-85.7680559977635,38.2430559791698
293,Sunrise Turquoise Inc,38.22,-85.55,MFG- Textile Mills (313),50,-85.5500000236746,38.2199999914567
294,Vitech Manufacturing Lp,36.830827,-87.438892,MFG- Textile Mills (313),50,-87.4388919733376,36.8308269811344
295,Kapstone Paper And Packaging,36.927778,-86.500278,MFG- Textile Product Mills (314),50,-86.5002779960779,36.9277780201213
296,Freudenberg Filtration Technologies,36.830833,-87.438889,MFG- Textile Product Mills (314),50,-87.4388890088972,36.8308330208988
297,Lion Apparel - Hazel Green Distribution Center,37.785833,-83.356111,MFG- Textile Product Mills (314),50,-83.356110990769,37.7858329991932
298,Us Chita Co Ltd,37.556667,-85.259444,MFG- Textile Product Mills (314),50,-85.2594439874449,37.5566669894987
299,Stephens Pipe & Steel Llc,37.0143,-85.1225,MFG- Textile Product Mills (314),50,-85.1225000444627,37.0142999977218
300,Johns Manville International,38.978611,-84.613056,MFG- Paper Manufacturing (322),50,-84.6130560145281,38.9786109666084
301,Stone Container Corp,38.160833,-85.735,MFG- Paper Manufacturing (322),50,-85.7349999716015,38.1608329840329
302,Crescent Paper Tube Co Inc,37.915556,-86.906111,MFG- Paper Manufacturing (322),50,-86.9061109699629,37.9155560264283
303,Weyerhaeuser Co,36.658306,-87.150083,MFG- Paper Manufacturing (322),50,-87.1500829806725,36.6583060112049
304,Duro Hilex Poly Llc,38.97621,-84.63238,MFG- Paper Manufacturing (322),50,-84.6323800339309,38.9762099869117
305,Duro Hilex Poly Llc,38.920556,-84.611111,MFG- Paper Manufacturing (322),50,-84.6111109822749,38.9205559899127
306,Premier Packaging Llc,38.180556,-85.689167,MFG- Paper Manufacturing (322),50,-85.6891670274904,38.1805559760928
307,Phoenix Paper Wickliffe Llc,36.946111,-89.079167,MFG- Paper Manufacturing (322),50,-89.0791669934515,36.9461110351572
308,3A Composites Usa,37.003611,-85.944444,MFG- Paper Manufacturing (322),50,-85.9444439767245,37.0036110284422
309,International Paper Company,37.811699,-87.595429,MFG- Paper Manufacturing (322),50,-87.5954289811502,37.8116989881221
310,3M Cynthiana,38.38194,-84.296111,MFG- Paper Manufacturing (322),50,-84.2961109786806,38.3819399967042
311,Domtar Paper Co - Hawesville Operations Corrugated Medium Mills,37.893056,-86.691667,MFG- Paper Manufacturing (322),50,-86.6916670318,37.8930560100596
312,Essity Operations Wausau Llc,37.78604,-84.86647,MFG- Paper Manufacturing (322),50,-84.866470037526,37.786040018702
313,Georgia-Pacific Consumer Operations Llc,38.079167,-84.525278,MFG- Paper Manufacturing (322),50,-84.5252780348556,38.0791670054312
314,International Paper Co,38.01456,-84.44045,MFG- Paper Manufacturing (322),50,-84.4404500327447,38.0145600227781
315,Westrock Cp Llc,38.063909,-84.524418,MFG- Paper Manufacturing (322),50,-84.5244179878026,38.0639090057101
316,Fibermark Inc,37.809444,-87.049722,MFG- Paper Manufacturing (322),50,-87.0497220293208,37.809443965972
317,Kimberly-Clark Corp,37.82083,-87.301667,MFG- Paper Manufacturing (322),50,-87.3016670373346,37.8208300094472
318,Miami Valley Paper Co,38.787222,-84.602528,MFG- Paper Manufacturing (322),50,-84.6025280288928,38.787222020036
319,International Paper - Maysville Mill,38.674167,-83.783333,MFG- Paper Manufacturing (322),50,-83.783333031232,38.6741670055066
320,Crescent Paper Tube Co Inc,38.978667,-84.623222,MFG- Paper Manufacturing (322),50,-84.6232219791039,38.9786669729
321,Huhtamaki Inc,36.82666,-87.44277,MFG- Paper Manufacturing (322),50,-87.4427700004192,36.8266600052539
322,International Paper Company,36.930556,-86.488056,MFG- Paper Manufacturing (322),50,-86.4880559674798,36.9305559678742
323,Georgia-Pacific Consumer Operations Llc,36.928333,-86.506111,MFG- Paper Manufacturing (322),50,-86.5061110267123,36.9283329714785
324,Duro Paper Bag Manufacturing Co,39.075278,-84.507778,MFG- Paper Manufacturing (322),50,-84.5077780446372,39.0752779755375
325,International Paper Company,38.185833,-85.653611,MFG- Paper Manufacturing (322),50,-85.6536109898927,38.1858330198324
326,Westrock Converting Llc,37.8875,-84.581111,MFG- Paper Manufacturing (322),50,-84.5811110247095,37.8874999770382
327,Bemis Packaging Inc,38.226418,-85.255285,MFG- Paper Manufacturing (322),50,-85.2552849673425,38.2264179700242
328,Crg Technologies Llc,38.223333,-85.552778,MFG- Paper Manufacturing (322),50,-85.5527779738592,38.2233329762228
329,Southern Standard Cartons Inc,38.210278,-85.565556,MFG- Paper Manufacturing (322),50,-85.5655559697866,38.2102780137699
330,Mondi Bags Usa Llc,38.15259,-85.75432,MFG- Paper Manufacturing (322),50,-85.754320038417,38.1525899663712
331,Tin Inc Dba Temple-Inland,38.18998,-85.65922,MFG- Paper Manufacturing (322),50,-85.6592199806953,38.1899800190525
332,Jefferson Smurfit Corp,38.304722,-85.521667,MFG- Paper Manufacturing (322),50,-85.5216669799504,38.3047220118282
333,Glotzbach Hauling & Recycling Llc,38.235911,-85.804592,MFG- Paper Manufacturing (322),50,-85.8045920075046,38.2359110120591
334,Ahlstrom-Munksjo Filtration Llc,37.34568,-87.50219,MFG- Paper Manufacturing (322),50,-87.5021899632025,37.34568001169
335,Domtar Paper Co Llc - Hawesville Operations Bleached Pulp Mill,37.893889,-86.686111,MFG- Paper Manufacturing (322),50,-86.6861110415993,37.8938889783184
336,Ccl Label Corp,39.031389,-84.436389,MFG- Paper Manufacturing (322),50,-84.4363890188398,39.031389032417
337,Western States Envelope & Label,39.041669,-84.628586,MFG- Paper Manufacturing (322),50,-84.6285859993284,39.0416690134158
338,Winchester Sun Co,37.99327,-84.1779,MFG- Paper Manufacturing (322),50,-84.1778999636443,37.9932699773218
339,Fusion Paperboard Us Inc,39.089503,-84.720272,MFG- Paper Manufacturing (322),50,-84.7202720098129,39.0895029979009
340,Rkw Danafilms Inc,36.790278,-86.558056,MFG- Paper Manufacturing (322),50,-86.558056018185,36.7902779888656
341,Amcor Flexibles Shelbyville,38.227615,-85.256777,MFG- Paper Manufacturing (322),50,-85.2567769791979,38.2276150238875
342,C & J Containers Inc,39.067778,-84.510833,MFG- Paper Manufacturing (322),50,-84.5108330352555,39.0677779660744
343,Philmo Inc,36.710022,-86.569342,MFG- Paper Manufacturing (322),50,-86.569342002257,36.7100219879709
344,Coating Excellence International,39.080442,-84.675173,MFG- Paper Manufacturing (322),50,-84.675172989289,39.0804420155902
345,Duro Bag Manufacturing,39.090722,-84.548848,MFG- Paper Manufacturing (322),50,-84.5488480312804,39.0907219687934
346,Kapstone Containers Corp,37.084639,-84.601578,MFG- Paper Manufacturing (322),50,-84.6015779706483,37.0846390151927
347,Packaging Unlimited,39.061824,-84.506057,MFG- Paper Manufacturing (322),50,-84.5060569623844,39.0618239784466
348,Packaging Unlimited,38.2414,-85.771652,MFG- Paper Manufacturing (322),50,-85.7716520436773,38.2414000117883
349,Tru Tone Finishing Inc,38.076908,-84.516319,Platting SIC,50,-84.5163189568641,38.07690801376
350,Tri-State Plating Inc,38.237806,-85.773196,Platting SIC,50,-85.7731959781561,38.2378060144269
351,Central Ky Processing,38.013795,-84.440325,Platting SIC,50,-84.4403249872571,38.0137950209577
352,Ykk (Usa) Inc,38.034722,-84.883056,Platting SIC,50,-84.8830559919428,38.0347220084181
353,Modern Plating Coatings & Finishes,37.680833,-85.916111,Platting SIC,50,-85.9161110228319,37.6808330087881
354,Ken Dec Inc,37.165278,-85.919167,Platting SIC,50,-85.9191670015969,37.1652780269088
355,Fet Engineering Inc,37.83095,-85.4719,Platting SIC,50,-85.4719000437156,37.8309500302868
356,Neo Industries Inc,37.385833,-86.868889,Platting SIC,50,-86.8688890066709,37.3858330203269
357,Browns Plating Service Inc,36.994038,-88.656636,Platting SIC,50,-88.6566359554022,36.9940379719077
358,Livermore Industrial Plating Inc,37.492917,-87.130944,Platting SIC,50,-87.1309440142182,37.4929170141092
359,Hausner Hard Chrome Inc,37.786753,-87.154657,Platting SIC,50,-87.1546570224362,37.786753010467
360,Curtis Maruyasu America Inc,37.555,-85.261944,Platting SIC,50,-85.2619439988806,37.5549999930155
361,Rane Precision Die Casting,36.845357,-86.899106,Platting SIC,50,-86.8991059972089,36.8453569871628
362,Huff Integrated Systems Llc,37.696333,-87.850083,Platting SIC,50,-87.8500830385663,37.6963329848205
363,Siegel-Robert Automotive - Bowling Green,37.029738,-86.335649,Platting SIC,50,-86.335648964186,37.0297379860479
364,Srg Global Inc,38.209164,-83.480689,Platting SIC,50,-83.4806889950446,38.2091639659866
365,Electro Shield Plating Inc,38.2125,-84.552222,Platting SIC,50,-84.552222013656,38.212499988077
366,Bekaert Corp,38.207083,-85.279139,Platting SIC,50,-85.2791390110601,38.2070829950977
367,Spalding University Athletics Field,38.241291,-85.7664,Platting SIC,50,-85.7664000433687,38.2412910049006
368,Sunspring America,37.839533,-87.576099,Platting SIC,50,-87.5760990328665,37.8395329798864
369,Bluegrass Sandblasting,38.14171,-84.62402,Platting SIC,50,-84.6240200424023,38.1417099974559
370,Pioneer Plating Llc,38.20143,-84.54825,Platting SIC,50,-84.5482500227957,38.2014300293745
371,Brite Metals Inc,36.77928,-86.56959,Platting SIC,50,-86.569590027107,36.7792800115641
372,Patriot Gauges Llc,36.707778,-86.569444,Platting SIC,50,-86.5694439610418,36.7077780292292
373,R C Components Inc,36.923889,-86.5,Platting SIC,50,-86.4999999674975,36.9238890104563
374,Combs Equipment Group Llc,36.678333,-83.683333,Platting SIC,50,-83.6833330229614,36.6783330284376
375,Custom Plating & Restoration,38.08158,-84.54245,Platting SIC,50,-84.5424499603323,38.0815800032487
376,Bluegrass Plating Co,37.737778,-84.287778,Platting SIC,50,-84.287778026442,37.7377780033604
377,Winston Products,38.20125,-85.55125,Platting SIC,50,-85.5512500293925,38.2012500161367
378,Bae Systems Land & Armaments Lp,38.170833,-85.756389,Platting SIC,50,-85.7563890381794,38.1708329680963
379,High Tech Chrome Plating Inc,37.369705,-87.493167,Platting SIC,50,-87.4931670149943,37.3697050163813
380,Russell Metal Spinning,37.298889,-85.374444,Platting SIC,50,-85.3744439744982,37.2988890040544
381,Louisville Plating Co,38.155195,-85.759222,Platting SIC,50,-85.7592219652594,38.1551950064467
382,I Brite Corp,37.00494,-88.530113,Platting SIC,50,-88.5301130087049,37.0049399862686
383,Acc Enterprise,36.99118,-88.6209,Platting SIC,50,-88.6208999852531,36.9911799692236
384,Kowa Kentucky Inc,36.909444,-84.061944,Platting SIC,50,-84.0619439894657,36.9094439711435
385,A & S Tool & Gage,36.721439,-86.554697,Platting SIC,50,-86.5546970376746,36.7214390277496
386,J R Horn Company Llc,37.770435,-84.857446,Platting SIC,50,-84.8574460113393,37.7704349723838
387,"Kentucky Utilities Ghent Generating Station
",38.73212,-85.07068,Coal-fired power plant,75,-85.0706800086461,38.7321200179225
388,Gallatin Nucor,38.72327,-85.017143,Steel copany,75,-85.0171430228269,38.7232700227258
389,Nucor Steel Gallatin,38.71225,-85.10546,steel company,75,-85.1054599916698,38.7122500070239
390,Carman Industries Inc,38.26866,-85.75093,Material handling industries,50,-85.7509299761978,38.2686600056898
391,Carbide Industries Llc,38.22506,-85.83485,Manufacturer of CAC2 for slag conditioning,50,-85.8348499612196,38.2250599960783
392,Industrial Machine & Tool,38.29118,-85.80297,Machine service,25,-85.8029700094276,38.2911800157774
393,Carman Industries Inc,38.268661,-85.750931,material handling equipment industries,50,-85.7509309643446,38.2686609930833
394,Ohio River Metal Services,38.32102,-85.66207,Metal industries,25,-85.6620699757656,38.3210200114549
395,Emerald Transformer,38.592312,-85.487846,Industrial equipment,25,-85.487846038324,38.5923120246606
396,Motion Industries,38.66878,-85.13559,Industrial equipment,25,-85.1355900252884,38.6687799900221
397,"Air Products & Chemicals, Inc",38.72327,-85.017143,Welding industry,50,-85.0171430228269,38.7232700227258
398,Orion Engineered Seals,39.09436,-84.64865,Manufacture of sealing system,100,-84.6486499610307,39.0943600006481
399,Peter Cremer North America,39.08565,-84.56969,Chemical manufacturer,100,-84.5696900238503,39.0856500244692
400,Tkf Conveyor Production,39.09488,-84.52591,Industrial equipment,25,-84.525909999658,39.0948800328366
401,Sonoco Products Co,39.1011,-84.50873,packaging manufacturer,50,-84.5087299893438,39.101099973094
402,Queen City Forging,39.10998,-84.4364,"metal forging solution using steel, aluminium, stainless and copper",25,-84.4363999782863,39.1099799999506
403,Mesa Industries Inc,39.10768,-84.43201,Manufacture sealing component,50,-84.4320100013243,39.1076800235759
404,Derrick Company Inc,39.09557,-84.42633,metal heating components,50,-84.4263300436143,39.0955700334281
405,Dead Low Brewing,39.06363,-84.42323,Brewing company,25,-84.4232299575688,39.0636300223424
406,Woodcraft Manufacturing Co. Inc,39.11641,-84.46538,manufacture woodcraft,50,-84.4653799886781,39.1164099999229
407,Valvoline Co,39.07578,-84.61926,"manufacture oil, additives and lubricants",75,-84.6192599595433,39.0757800167046
408,Marathon Petroleum Co,39.07659,-84.60504,Petroleum refineries,75,-84.6050399879218,39.0765900116961
409,Grainger Industrial Supply,39.10265,-84.53223,Supply industrial equipemnt,25,-84.5322300070079,39.1026500100934
410,Marathon Petro,38.73917,-82.83769,Petroleum refineries,75,-82.8376900063686,38.7391699920444
411,Marathon Petroleum Co,37.97055,-87.6028,Petroleum refineries,75,-87.6028000173825,37.9705499963254
412,Marathon Petroleum Corporation,37.92707,-87.90677,Petroleum refineries,75,-87.9067699669293,37.9270700249764
413,"Catlettsburg Refinery
",38.383492,-82.602562,oil refineries,75,-82.6025619994627,38.3834919920181
414,Contanda Terminals Llc,38.383492,-82.602562,"liquid storage, transport chemicals ",25,-82.6025619994627,38.3834919920181
415,Cargill Inc,39.0477778,-84.4010407,manufacture agriculture products,75,-84.4010406717358,39.0477777652427
416,Chs Inc,35.0846976,-90.1131562,Garden center,0,-90.1131561824045,35.0846975644462
417,Beckjord Station,38.950577,-84.282127,power genearting industries,50,-84.2821269944842,38.9505769831684
418,William H. Zimmer Power Station,38.950577,-84.282127,coal power plant,75,-84.2821269944842,38.9505769831684
419,Carmeuse Lime & Stone,38.8380071,-84.2426767,manufacture steel,50,-84.2426766702984,38.8380070908163
420,Tmk Ipsco Tubulars Inc,39.06137696,-84.48809356,Steel plant,75,-84.4880935313109,39.0613769417945
421,Ashland Inc,38.3691346,-82.592475,Chemical manufacturer,100,-82.5924749968004,38.369134623967
422,Applied Industrial Technologies,38.4354336,-82.5930174,"Bearing , power transmission products",25,-82.593017399569,38.4354336283385
423,Motion Industries,38.3126963,-81.7170462,Industrial parts manufacturer,75,-81.7170461810059,38.3126963137041
424,Nexeo Solutions,38.3678014,-82.5938265,Plastic industries,25,-82.5938265121454,38.3678014340829
425,Dale Hollow Rgnl (Petro Field),36.63785006,-85.16384988,Airport,75,-85.1638498563169,36.637850080498
426,Ashland Rgnl,38.55450749,-82.73800401,Airport,75,-82.7380040491214,38.5545074948721
427,Lone Pine Aerodrome,36.91254948,-86.78278286,Airport,75,-86.7827828815737,36.9125494635035
428,Greene County Parachute Center,37.81534638,-85.53996285,Airport,75,-85.5399628775106,37.8153463800439
429,Samuels Field,37.81434055,-85.49964367,Airport,75,-85.4996437027819,37.8143405709009
430,Larkins Farm,36.85111798,-88.92695014,Airport,75,-88.9269501635033,36.8511179705149
431,Eagle'S Nest,38.10334056,-86.45694952,Airport,75,-86.456949554979,38.1033405493295
432,Belcher Rgnl,37.36945171,-82.32417048,Airport,75,-82.324170499653,37.3694517160065
433,Pirates Cove,36.77645023,-88.22226021,Airport,75,-88.2222601811741,36.7764502229103
434,Cartersville,37.53556277,-84.40722666,Airport,75,-84.4072266504453,37.5355627886761
435,Bowling Green-Warren County Rgnl,36.96453479,-86.41967165,Airport,75,-86.4196716266447,36.9645348146848
436,Boyce Wafer Farm,36.81250698,-86.37500496,Airport,75,-86.375004965267,36.8125069729566
437,Plane-O-Field,36.83472921,-86.45833832,Airport,75,-86.4583383504082,36.8347292166987
438,Brooks Field,38.0333128,-85.80083822,Airport,75,-85.8008382174268,38.033312773873
439,Barnes Farm,37.23084031,-88.31861666,Airport,75,-88.3186166226523,37.2308403129722
440,Boss,36.97258348,-84.62605641,Airport,75,-84.6260564333199,36.9725835043864
441,Lake Barkley State Park,36.8178083,-87.90752207,Airport,75,-87.9075220364851,36.8178083113569
442,Lowe,36.86255582,-87.79029843,Airport,75,-87.7902984496091,36.8625558382079
443,Moseley Field,37.59250709,-87.28111639,Airport,75,-87.2811163684113,37.5925070770535
444,Woosley Field,37.55222931,-87.27139416,Airport,75,-87.2713941715859,37.5522292979878
445,Taylor County,37.35828492,-85.30942136,Airport,75,-85.3094213989508,37.3582849459509
446,Craw Daddy Landing,38.67278518,-85.18278253,Airport,75,-85.1827825695819,38.6727851700833
447,Duff,37.35259972,-83.34240578,Airport,75,-83.3424057538053,37.3525997518669
448,Mc Grew,37.50756296,-86.20553246,Airport,75,-86.2055324868577,37.5075629267072
449,Clinton-Hickman County,36.63611794,-88.99861681,Airport,75,-88.9986167687235,36.6361179083854
450,Columbia-Adair Co.,37.0853468,-85.34718913,Airport,75,-85.347189088778,37.0853468244582
451,Cincinnati/Northern Kentucky Intl,39.04884416,-84.66782685,Airport,75,-84.66782683639,39.0488441856504
452,Woodledge Farm,38.28341064,-85.4819087,Airport,75,-85.4819087132852,38.2834106594125
453,Terry Field,36.89867355,-88.84672956,Airport,75,-88.8467295306531,36.8986735355398
454,Cynthiana-Harrison County,38.36617127,-84.28334891,Airport,75,-84.2833488829337,38.3661712733984
455,Gravity Zero,37.65556278,-84.69028231,Airport,75,-84.6902822930417,37.6555627548313
456,Stuart Powell Field,37.57758221,-84.76950233,Airport,75,-84.769502292497,37.5775821753678
457,Tradewater,37.18592366,-87.67500536,Airport,75,-87.6750053422787,37.1859236591029
458,Samuels Springs,37.89784612,-85.55523841,Airport,75,-85.5552383695909,37.8978461222598
459,Conrads,38.70646354,-84.59994708,Airport,75,-84.59994707925,38.7064635504728
460,Addington Field,37.68600717,-85.92503267,Airport,75,-85.9250326410761,37.6860071364301
461,Oz,37.65500717,-85.81361597,Airport,75,-85.8136159438597,37.6550071679708
462,Standard Field,36.80278472,-87.17639408,Airport,75,-87.1763940963552,36.8027847531617
463,Short,37.2723091,-84.55716863,Airport,75,-84.557168586768,37.2723091073664
464,Rough River State Park,37.60981269,-86.50717172,Airport,75,-86.5071717573998,37.6098127069618
465,Gene Snyder,38.70408244,-84.39182396,Airport,75,-84.3918239569207,38.7040824629884
466,Willow Island Airpark,38.12090729,-85.33190392,Airport,75,-85.3319038948926,38.1209073179081
467,Fleming-Mason,38.54181299,-83.7433932,Airport,75,-83.7433932150478,38.5418129641253
468,Estes,38.98340165,-84.66611573,Airport,75,-84.6661157254368,38.9834016488553
469,Campbell Aaf (Fort Campbell),36.67258357,-87.49237833,Airport,75,-87.4923782941748,36.6725835483151
470,Godman Aaf,37.90721527,-85.97157437,Airport,75,-85.9715743559463,37.9072152594907
471,Adair,36.75334032,-85.95389373,Airport,75,-85.9538937145243,36.7533403188023
472,Capital City,38.18173898,-84.90675435,Airport,75,-84.9067543576216,38.1817389556978
473,Arnemann Farms,36.76556252,-86.61833836,Airport,75,-86.6183383636411,36.7655625240087
474,Cummings Farms Airfield,36.72806251,-86.72556061,Airport,75,-86.7255606471329,36.7280625208205
475,Welcome Field,36.71115945,-86.63611197,Airport,75,-86.636111980695,36.7111594618464
476,Fulton,36.5256432,-88.91784872,Airport,75,-88.9178487025392,36.525643173404
477,Georgetown Scott County - Marshall Fld,38.23445179,-84.43469894,Airport,75,-84.4346989284642,38.2344518188204
478,Kentucky Dam State Park,37.00970138,-88.29933886,Airport,75,-88.2993388664866,37.009701374301
479,Creek Side Landing,36.89500703,-85.77278257,Airport,75,-85.7727825734624,36.8950070441228
480,Glasgow Muni,37.03178482,-85.95375486,Airport,75,-85.9537548349814,37.0317848359888
481,Muhlenberg County,37.22623758,-87.15639133,Airport,75,-87.1563913099237,37.2262375866688
482,J & C Antique Airfield,36.76195133,-88.3766722,Airport,75,-88.3766722241821,36.7619513229506
483,Breckinridge County,37.78506661,-86.44192699,Airport,75,-86.4419270284827,37.7850666101958
484,Tucker-Guthrie Memorial,36.85933823,-83.35847825,Airport,75,-83.3584782312057,36.8593381990114
485,Ohio County,37.45856264,-86.84983848,Airport,75,-86.8498385242721,37.4585626684713
486,Wendell H Ford,37.38736834,-83.2616152,Airport,75,-83.2616152297388,37.3873683231951
487,Flying H Farms,37.79171656,-87.54140454,Airport,75,-87.5414045694579,37.7917165715084
488,Henderson City-County,37.80784045,-87.68569985,Airport,75,-87.6856998755676,37.8078404836721
489,Alexander Field,36.5230068,-89.05170015,Airport,75,-89.0517001053242,36.5230068311794
490,Natchez Trace Farm,37.13506068,-85.78942037,Airport,75,-85.7894203606711,37.1350606670209
491,Hornback,37.62139606,-85.79222707,Airport,75,-85.7922270569448,37.6213960353658
492,Lincoln Farm,37.53756743,-85.73746538,Airport,75,-85.7374653978987,37.5375674342075
493,Hopkinsville-Christian County,36.85697917,-87.45508861,Airport,75,-87.4550885979103,36.8569791481434
494,Caintuckee,38.93553525,-84.56828237,Airport,75,-84.5682823638001,38.935535233511
495,Julian Carroll,37.59386838,-83.31725412,Airport,75,-83.3172540936598,37.593868377453
496,Russell County,37.00970152,-85.10275461,Airport,75,-85.1027546253602,37.009701517768
497,Buzzard'S Roost,38.01480479,-84.84162016,Airport,75,-84.8416201214844,38.0148047593933
498,Grayson County,37.39978488,-86.26125497,Airport,75,-86.2612549839316,37.3997848486033
499,Hancock Co-Ron Lewis Field,37.95320163,-86.85717185,Airport,75,-86.8571718312624,37.9532016264694
500,Blue Grass,38.0367573,-84.60864342,Airport,75,-84.608643400021,38.0367573093021
501,Coal Field,38.01227675,-84.34647946,Airport,75,-84.3464794268296,38.0122767422408
502,Liberty-Casey County,37.3085627,-85.05911573,Airport,75,-85.059115726499,37.3085627327578
503,Chesnut Knolls,37.15111825,-84.25750437,Airport,75,-84.2575043522096,37.151118270907
504,London-Corbin Arpt-Magee Field,37.08689603,-84.0773932,Airport,75,-84.0773932157219,37.0868959985894
